farm_id,region,temperature,humidity,rainfall,soil_pH,disease_present
1,East,22.872710405548844,69.98021462374321,1.8474167855179324,6.328177892961161,0
2,West,24.468713187500427,84.80480635075565,1.2150745917604011,4.616710403289293,0
3,North,32.090947864043606,73.76000683938,12.08383901487328,6.336781022630204,1
4,East,21.80008772119784,44.99815498670778,19.322326449855098,4.769005820292349,0
5,East,32.39299369624342,51.13481420701332,10.05442617909448,6.631032715556242,0
6,West,16.76268861953383,53.15969104185515,1.0303045187861026,5.6702329397427915,0
7,North,30.535968744172614,55.47185521869069,4.424373121549124,7.013089474705556,0
8,North,31.95095266109473,73.92420351703026,4.895858128315414,7.327587735795392,0
9,East,18.636353056746774,70.2379467895236,6.757142582739,5.751331024396827,0
10,South,23.60693064744401,52.18960230185253,0.8720676717242526,5.8816658864212386,0
11,East,18.309995493273114,44.053290607341225,18.097854009958326,6.270442743038551,0
12,East,29.132082579884354,50.28593226848308,10.311278894429904,5.091398165574152,0
13,East,25.706955361233135,99.0628787571162,13.41861585908218,7.281998522485084,1
14,East,27.70646693416642,68.11281698748834,1.3434567379001794,5.798999779504118,0
15,West,18.92973933912422,92.04073028212675,1.082309356072988,5.000461007748022,0
16,North,19.23491724104839,90.9251480001306,11.729355440810945,6.788195500256652,0
17,West,15.829946510198127,70.69117344777243,17.74592021008416,5.157454117331955,0
18,West,21.441350703914594,82.40126250763261,10.56964001919094,4.930587825215565,0
19,West,26.1948932266735,51.56512062476274,17.55638345140143,6.188616226482021,0
20,East,32.15869827994658,81.3038022956145,16.219825461104787,6.514485765874772,1
21,South,28.338548949173614,56.343074755797375,1.517075715898415,6.208688221994748,0
22,North,23.70792646799503,89.92372580524905,4.039149487713798,6.469531946842089,0
23,South,34.062402287882755,45.02344798653459,13.15421338310685,4.8465720369232335,0
24,West,29.38490401151664,86.38832037311664,8.870027651000832,5.928054113652323,1
25,West,33.603304057251,45.996214394117175,5.813996272938411,5.571055932265624,0
26,South,25.55175946544331,92.87135421365853,8.372677120959581,7.4201058487203655,1
27,South,20.178085495862792,58.25227108810022,8.903992925412687,4.648871802538403,0
28,South,16.05653372729444,79.26360188983449,18.21104501643193,5.394882609179769,0
29,West,29.52169702967701,69.25013671721679,2.0691656740990605,7.325586582275166,0
30,West,17.42605996011068,61.97818871574034,5.5946149361523005,7.450488549552988,0
31,North,21.055502565439344,78.72650999100978,10.75129633165428,6.9747048231814,0
32,North,25.64941815767795,96.85137883307428,13.965738532611834,4.727994732049228,1
33,West,26.288331755594953,42.47618484247731,12.612745779184873,6.184065085030621,0
34,South,27.01166393974272,95.13117135298626,18.83285475474789,5.700368978011401,1
35,South,18.325106606994012,76.54489930126081,15.912178496389464,6.919357703086205,0
36,North,22.594748096432973,88.43885804614314,11.141536839488605,4.665072706714,0
37,West,27.34388454233933,63.032497206056654,4.293653833470151,5.091386254934107,0
38,North,34.396377292675695,68.31057849025683,9.017484628044796,5.967585198667888,0
39,North,29.552622753993774,92.13104510806984,13.867644883889547,4.972942988843481,1
40,East,33.452075141879156,64.89087818858938,16.759243496721698,6.578145428082895,0
41,East,30.24424116628354,72.0795740049451,19.194724488447747,6.962301663419395,1
42,East,26.83433937784801,41.211695385059976,12.109055322758353,6.613559680882931,0
43,South,18.840467382726892,49.515880350282536,10.53838734608865,5.820851140919947,0
44,West,28.33371303785026,78.50119047848798,0.35383846242296624,7.135162998757939,0
45,West,27.467591319198142,83.01861406383263,1.4419813830035988,4.913058395159825,0
46,West,27.049383409145328,74.95605620706996,3.1220999527480053,5.281015751697026,0
47,West,24.795717359764815,48.598602176536644,1.0951986237925615,5.96861905575691,0
48,East,25.573132079785513,66.72432571467009,8.017264776098529,4.684015796637756,0
49,South,21.688850542362083,61.305685981791385,6.737570902777444,4.787057344699642,0
50,South,25.386253852846064,69.7396806421053,12.747083157367857,5.692330115167117,0
51,East,18.951118113569564,92.21974207324565,10.713302158668053,7.331658890203662,0
52,South,31.103487947207537,86.55168631951912,11.919415187757194,7.225241079831001,1
53,East,18.715539093974158,45.03937008334954,9.439544058753082,5.897924574835233,0
54,West,16.699325797789328,93.41855186647385,5.554742971085142,4.92647563353219,0
55,East,23.724920527143148,68.30602906898942,19.05650629892954,5.0343229678753065,0
56,West,28.166148790121238,84.63172869315991,1.7281831952027793,5.632638163827382,0
57,West,23.754336498670828,48.402353875861124,18.777819989306145,5.130222585260344,0
58,North,20.53508263902617,80.24317154242289,6.224760937294693,4.748926783171133,0
59,East,26.163423677808815,54.17956105656748,10.253228907345948,6.521332450559991,0
60,North,21.940046708243997,66.3028538284559,2.1768464565509227,6.244345913378084,0
61,East,33.65735380253266,41.01177220492627,1.4186213674201853,5.373890273934255,0
62,East,33.45290279207144,49.09663827582856,8.590908974372057,6.836845147656913,0
63,North,25.04743639944191,45.52482958741719,14.833947527593562,6.827846663117503,0
64,North,21.55767988036517,54.38465037629551,5.387295550970979,5.973005910638285,0
65,East,29.74264827913278,46.001085401459335,11.2469577787064,4.789597666535681,0
66,South,15.734258869661332,81.51460159717371,5.573006810456366,7.255408200304073,0
67,West,24.495380120873023,41.74239413255316,7.772261217860816,6.505981570622914,0
68,North,21.72646788540667,77.06443003749987,18.128926369476495,5.241152457455852,0
69,West,33.410717702051095,48.442469849534454,17.116792509898392,6.33136364110268,0
70,South,15.240060545453652,96.70968743067382,10.320350868352596,5.715064487482891,0
71,South,26.05629751436698,95.98564438659125,4.762112549441575,6.406048919207874,0
72,South,29.813271621332518,53.53018615125776,3.8636782546604564,5.921612687193063,0
73,North,24.700359750480825,76.86527789338177,19.081747060714285,5.956416450719201,0
74,South,16.708060603254435,41.68031916834751,4.054331930213751,6.7076462757220785,0
75,North,34.44922780055805,95.90731258307045,16.163366218250783,6.341177238191928,1
76,South,25.360208627521956,71.37923849150258,7.379404190710746,4.739858073732677,1
77,West,27.283724886380227,42.59338908506674,19.713196951164768,4.696120711338911,0
78,West,19.732195654150146,60.54999958048825,7.363114807255757,5.415027712490176,0
79,East,24.669961702136078,44.61096771167405,7.030332498214522,5.790737989616239,0
80,West,23.582989839166437,63.576666362401596,12.749272577552462,5.325667677537858,0
81,East,16.497916840039675,80.19558052967938,19.230336132536387,6.454379574209754,0
